Item Name,NS ID,Comment 1,Comment 2,Comment 3,Comment 4,Comment 5,Comment 6,Comment 7,Comment 8,Comment 9,Comment 10,Comment 11,Comment 12,Comment 13,Comment 14,Comment 15,Comment 16,Comment 17,Comment 18,Comment 19,Comment 20
G25000 REINHART,1874,*,ITEM:    UNCLE SAM'S PRINT,*,GRADE:   40 LB TRUE WHITE BUTCHER,*,COATING: AS IS,*,SIZE:    18" WIDTH ROLLS,*,PACK:    1 ROLL SHRINK WRAPPED,*,LABEL:   ITEM SIZE QTY,*,PRINT:   FLEXO PMS 201U  RED    MATCH CUSTOMER SAMPLE,*,REWIND:  N-13 1000 FT/RL 3" ID CORE,*,END USE: FOOD WRAP,*,,
G10830 ALQ,1266,*,ITEM:         DRY WAX ROLLS,*,GRADE:        33 LB WET STRENGTH BLEACHED KRAFT,*,COATING:      DRY WAX TO 42 LB. FINISH,*,SIZE:         4 " WIDTH ROLLS,*,PACK:         4 ROLLS PER MASTER CASE STCK ON PALLETS,2500 LBS PER PALLET,*,LABEL:ITEM SIZE QTY FDA APPROVED NO NORPAK NAME 2 SHOW,*,REWIND:       4" WIDTH 2000 FT/RL 3" THICK WALL CORE,.0375 WALL,*,END USE:      CHEESE SLICE INTERLEAVER,*,,
G26505SO.JERSEY,1914,*,GRADE:      25 LB METZA SILICONE,*,COATING:     AS IS,*,SIZE:        7 X 7" SHEETS,*,PACK:  1000 SHEETS PER PACK 12 PER CASE,*,LABEL:    ITEM SIZE QTY,*,END USE:   BAKERY SHEETS SUGARY PRODUCTS,*,,,,,,,,
G17759 I.HAL,1485,*,ITEM:      "KINGSIDE" SHEETS,*,GRADE:     33 LB BLEACHED WET STRENGTH THILMANY,*,COATING:   DRY WAX TO 40 LB FINISH,*,SIZE:      12 X 15" SHEETS,*,PACK:      PACK IN PLAIN INNERS AND OUTERS 5/10#/CS,*,LABEL:     ITEM# NP-12X15KING   QTY G17759,*,PRINT:     FLEXO BLACK & PMS 872 GOLD USE CYL#S 23 &,SIZE 17-1/4"CYLINDERS,*,END USE:   FOOD WRAP AND TRAY LINERS,*,,,
G23850 PP,1830,ITEM:      PRINTED "COFFEE POT" ROLLS,*,GRADE:     35 LB BLEACHED KRAFT,*,COATING:   WET WAX TO 50 LB FINISH DELWRAP APPROVED,*,SIZE:      12" WIDTH ROLLS,*,PACK: 1 ROLL SHRINK WRAPPED  60 RLS PER PALLET,*,LABEL:     ITEM SIZE QTY,*,PRINT:     FLEXO BLACK CYLINDER NO.121 SIZE: 24",*,REWIND:    N-1 1000 LINEAR FEEET PER ROLL 3" CORE,*,END USE:   FOOD WRAP,*,,,
G19400 JAR,1588,*,GRADE:     24 LB QUILON,*,COATING:   AS IS,*,SIZE:      22 X 30" SHEETS,*,PACK:      1000 SHEETS PER BUNDLE STACK ON PALLET,*,LABEL:     ITEM SIZE QTY,*,END USE:   SPECIAL SIZE PAN BAKERY LINER,*,,,,,,,,
G25330 SEALED,1885,*,GRADE:    35 LB.HYBRID NATURAL KRAFT (CUST.STK),*,COATING:  AS IS,*,SIZE:     17 X 20" SHEETS  PLUS OR MINUS 1/8",*,PACK:     IN CARTONS 696 SHEETS/CS.24CS PER 21X36"SKI,STRAP TWO PALLETS DOUBLED TOGETHER,*,LABEL:    LOT CODE ONLY,*,END USE:  DUNNAGE,*,NOTE:     MUST BE HEAT TREATED PALLETS FOR EXPORT,MARK PAPER STACK WITH BLACK LINE HALF WAY U,ON THE STACK (MID STACK),*,,,
G18500 HT,1501,*,GRADE:  40 LB BLEACHED KRAFT POLY ONE SIDE,*,COATING: AS IS,*,SIZE:    13 X 21" SHEETS + OR - 1/8",*,PACK:   50 LBS BULK CARTONS STACK ON PALLETS,*,LABEL:   ITEM SIZE QTY,*,END USE:  NOODLE WRAP,*,,,,,,,,
G19259IMPERIALB,1585,*,ITEM:     HILL COUNTRY CHICKEN PRINT,*,GRADE:    17 LB BLEACHED KRAFT WET STRENGTH,*,COATING:  DRY WAX TO 19 LB FINISH LIGHTNING STYLE,*,SIZE:     8 X 10-3/4" SHEETS INTERFOLDED,*,PACK:     PACK IN LIGHTNING WRAP INS AND OUTS ON SKID,*,LABEL:    ITEM SIZE QUANTITY UPC 1078787900411,*,PRINT:    FLEXO FORMULA #J6355 BLACK CYL.#106 SIZE 22,*,END USE:  TRAY LINERS AND FOOD WRAP,*,,,,
G20813 LUCKY,1846,*,GRADE:   35 LB TABLET,*,COATING: AS IS,*,SIZE:    15" WIDTH ROLL,*,PACK:    1 ROLL SHRINK WRAPPED STACK ON PALLETS,*,LABEL:   ITEM SIZE QTY,*,REWIND:  650 FT/RL ON 3 INCH CORES,*,END USE: FOOD OVERWRAP COUNTER ROLL,*,,,,,,
G20814 LUCKY,1847,*,GRADE:   35 LB TABLET,*,COATING: AS IS,*,SIZE:    18" WIDTH ROLL,*,PACK:    SHRINK WRAP ROLL STACK ON PALLETS,*,LABEL:   ITEM SIZE QTY,*,REWIND:  650 FT/RL ON 3" CORE,*,END USE: COUNTER ROLL FOOD WRAP,*,,,,,,
G19467 JPC,1615,*,GRADE: 35 LB SILICONE C2S,*,COATING:    AS IS,*,SIZE:       20.5 X 25.5" SHEETS,*,PACK:     1000 SHEETS PER CTN OR BDL STACK ON PALLET,*,LABEL:    ITEM SIZE QTY STAMP KOSHER"K"ON LABEL,*,END USE:  BAKERY PAN LINER,*,,,,,,,,
G20815 LUCKY,1848,*,ITEM:       PRINTED MG "ESSEN",*,GRADE:      35 LB TABLET,*,COATING:    AS IS,*,SIZE:       15" WIDTH ROLLS,*,PACK:       SHRINK WRAP ROLL STACK ON PALLETS,*,LABEL:      ITEM SIZE QTY,*,PRINT:      FLEXO PMS 328U GREEN CYL SIZE 15-1/2,CYLINDER NUMBER 162,*,REWIND:     N-1 750 FT/RL 3" CORE,*,END USE:    FOOD OVERWRAP,*,
G11744 BORAX,1316,*,ITEM:       PRINTED BLAKE & TODD SHEETS,*,GRADE:      18/20 LB POLY WAX BLEND ONE SIDE CLEARWAT,*,COATING:    AS IS,*,SIZE:       12 X 15" SHEETS,*,PACK:       5/1M SHEETS/CASE 1215 INS&OUTS OR SHRINK,*,LABEL:      ITEM SIZE QTY,*,PRINT:      PMS 1817U BROWN CYL #175 SIZE 17-3/4",*,END USE:    SANDWICH WRAP,*,,,,
G26960 SUNAMER,1921,*,SHIP MILL ROLLS 25 LB SILICONE FROM INVENTORY,REMOVE LABELS,*,,,,,,,,,,,,,,,,,
G23318PARCHMENT,1799,GRADE:  40 LB 36" ALGONQUIN BLEACHED KRAFT WET STRENGTH,*,COATING:  AS IS,*,SIZE:    36" WIDTH ROLL,*,PACK:    STRETCH WRAP ON PALLET,*,LABEL:   ITEM SIZE QTY,*,END USE: FOOD WRAP,,,,,,,,,,
G12224 BURKE,1367,*,ITEM:      BEDFORD CHEESE PRINTED FREEZER PAPER ROLLS,*,GRADE:     40/45 LB BLEACHED POLY ONE SIDE,*,COATING:   AS IS,*,SIZE:      15" WIDTH ROLLS,*,PACK:      SHRINK WRAP ROLL ON PALLETS,*,LABEL:     ITEM SIZE QTY UPC,*,PRINT:     PMS BLACK CLY NO.79   CLY SIZE 18",*,REWIND:    N-1 1000 FT/RL 3"CORE,*,END USE:   FOOD WRAP,*,,
G11500 BFS,1287,*,GRADE:     35 LB BLEACHED KRAFT,*,COATING:   WET WAX DELWRAP STYLE TO 50 LB FINISH,*,SIZE:      8 X 9" SHEETS,*,PACK:      50 LBS PER CARTON STACK ON PALLETS,*,LABEL:     ITEM SIZE QTY,*,END USE:   CANDY SEPARATOR BOX INSERT,*,,,,,,,,
G10809 ARROW,1265,*,GRADE:     35 LB BLEACHED KRAFT,*,COATING:   WET WAX DELWRAP STYLE TO 50 LBS FINISH,*,SIZE:      5-1/2 X 11-1/2" SHEETS,*,PACK:      50 LBS BULK BDLS.,*,LABEL:     ITEM SIZE QTY,*,END USE:   BOX LINER,*,,,,,,,,
G21828 MORPAK,1750,*,GRADE:     25 LB BLEACHED MG,*,COATING:   WET WAX TO 35 LB.,*,SIZE:      11-3/4" X 17-7/8" SHEETS,*,PACK:      1000 SHEETS PER PKG MUTI PACK IN CARTONS,ADVISE NUMBER OF SHEETS PACK O PALLET,*,LABEL:     P/N 610111 SIZE QTY ITEM NO. OF SHEETS,*,END USE:   CANDY BOX LINER,*,NOTE:      DO NOT OVERCUT MUST FIT IN BOX,*,,,,,
G20816 LUCKY,1849,*,ITEM:     PRINTED "BREAD AND BUTTER",*,GRADE:    18/20 LB BLEACHED WET STRENGTH  48",*,COATING:  AS IS,*,SIZE:     12 X 15" SHEETS,*,PACK:     1000 SHEETS IN AN INNER 5 PER CASE,*,LABEL:    ITEM SIZE QTY,*,PRINT:    FLEXO PMS 714U ORANGE BLACK,CLYINDER SIZE 17-3/4" CYLINDER NOS.156 & 169,*,END USE:  SANDWICH WRAP,*,,,
G12074 BUNZL NJ,1351,*,GRADE:        25 LB SILICONE,*,COATING:      AS IS,*,SIZE:         24-3/8" WIDTH ROLL,*,PACK:   1 ROLL PER POLY BAG STACK 16 ROLLS PER PALLET,*,LABEL:  ITEM SIZE QTY FOOTAGE UPC 78787900412,*,REWIND:  6669 FT PER ROLL ON 3" ID CORE,*,END USE:  BAKERY PAN LINER,*,NOTE:     CHIPBOARD TOP AND BOTTOM DO NOT DOUBLE STAC,*,,,,
G11501 BFS,1288,*,GRADE:    35 LB BLEACHED KRAFT,*,COATING:  WET WAX AS HEAVILY AS POSSIBLE 50 PLUS FINI,*,SIZE:     29-1/2" WIDTH ROLL,*,PACK:     1 ROLL PER POLY BAG STACK ON PALLETS,*,LABEL:    ITEM SIZE QTY,*,REWIND:   1000 FT PER ROLL ON 3" ID CORE,*,END USE:  CANDY LAY OUT SHEET,*,,,,,,
G21727MOONEYGEN,1742,*,GRADE:  25 LB QUILON,*,COATING: AS IS,*,SIZE:     8 X 8" SHEETS,*,PACK:     12000 SHEETS (45 LBS.) BULK IN CARTON,*,LABEL:    ITEM SIZE QTY.,*,END USE:  BAKERY PAN LINER,*,,,,,,,,
G10872 ATLAS,1268,*,ITEM:        PRINTED SUB MAMAGOO'S,*,GRADE:       35 LB BLEACHED KRAFT,*,COATING:DRY WAX TO 42 LB FINISH WAX HEAVILY AS POSSIB,*,SIZE:        15 X 20" SHEETS,*,PACK:        50 LBS BULK CARTONS,*,LABEL:       ITEM SIZE QTY CUST. P/N 948220,*,PRINT: FLEXO PMS 200U RED BLACK CLY 16.5" NOS 3 AND 5,*,END USE:      SUBWRAP,*,,,,
G19468 JPC,1616,*,ITEM:    QUILON TRY LINER,*,GRADE:   25 LB QUILON,*,COATING:  AS IS,*,SIZE:     19 X 13.5 + OR - 1/8",*,PACK:     1000 SHEETS PER CARTON,*,LABEL:    ITEM SIZE QTY CUST P/N 1913,*,END USE:  TRAY LINER PASTRY RELEASE SHEET CARLOS BAKE,*,,,,,,
G14710 EC,1436,*,ITEM:         PRINTED CARLOS & GABBY'S DRY WAX,*,GRADE:        35 LB BLEACHED KRAFT 45",*,COATING:      DRY WAX TO 42 LB FINISH,*,SIZE:         15X20" SHEETS,*,PACK:         40 LBS PER CARTON BULK STACK ON PALLETS,*,LABEL:        ITEM SIZE QTY,*,PRINT:PMS 2025U SALMON BLACK CLY NOS 6 & 7 SIZE 17.7,*,END USE:      SANDWICH WRAP,*,,,,
G10378 ALPINE,1244,*,GRADE:    25 LB QUILON,*,COATING:  AS IS,*,SIZE:     11-3/16 X 6-3/4" SHEETS,*,PACK: 1000 SHEETS PER PKG MULTI PACK IN CTN ON PALLE,*,LABEL:    ITEM SIZE QTY,*,END USE:  COOKIE SEPARATOR,*,,,,,,,,
G12879 CV,1388,*,GRADE:   25 LB BLEACHED KRAFT GOOD FORMATION,*,COATING:WET WAX TO 38 LB MUST NOT BE BLOTCHY APPEARAN,*,SIZE:    16 X 22" SHEETS,*,PACK:    50 LBS PER CARTON STACK ON PALLET,*,LABEL:   ITEM SIZE QTY,*,END USE: CANDY BOX SEPARATORS AND BOX LINERS,*,NOTE:    IMPORTANT MUST HAVE GOOD APPEARANCE,CANNOT BE BLOTCHY OR POOR FORMATION,*,,,,,
G12880 CV,1389,*,GRADE: 25 LB BLEACHED KRAFT MUST BE UNIFORM NOT BLOTC,*,COATING:WET WAX TO 38 LB FINISH MUST BE GOOD APPEARAN,*,SIZE:   17 X 19" SHEETS,*,PACK:   50 LB PER CASE PACK ON PALLETS,*,LABEL:  ITEM SIZE QTY,*,END USE:  CANDY BOX LINER AND SEPARATOR SHEETS,*,NOTE:     MUST HAVE GOOD APPEARANCE NOT BLOTCHY,*,,,,,,
F25Q18,1183,RELABEL OLD IMPERIAL STK AS NEEDED,,,,,,,,,,,,,,,,,,,,
G10400 AMBY,1247,*,ITEM:     WHOLE FOODS PRINTED PEACH BUTCHER ROLLS,*,GRADE:    40 LB PEACH BUTCHER,*,COATING:  AS IS,*,SIZE:     18" WIDTH ROLLS,*,PACK:     SHRINK WRAP STACK ON PALLETS,*,LABEL:    ITEM SIZE QTY,*,PRINT:    FLEXO PMS 185 RED 15-3/4" CYL # 166,*,REWIND:   N-1 18" WIDTH 1000 FT/RL 3" ID CORE,*,END USE FOOD WRAP,*,,
G24302 RD,1871,*,GRADE:   41 LB BLEACHED KRAFT,*,COATING: DRY WAX 5 LBS,*,SIZE:    12 X 15" SHEETS,*,PACK:    20 LBS BULK USE CUST.CARTONS STACK ON PALLET,*,LABEL:   RUN CODE ONLY,*,END USE: PIZZA SHEETS,*,,,,,,,,
G19469 JPC,1617,*,GRADE:        35-41 LB BLEACHED CRAFT,*,COATING:      WET WAX DELWRAP STYLE,*,SIZE:         19 X 24-1/2" SHEETS,*,PACK:         50 LBS BULK CARTON,*,LABEL:        ITEM SIZE QTY,*,END USE:      CANDY DIPPING PAPER,*,,,,,,,,
G20070 LAMITECH,1636,*,GRADE:        40/45 LB POLY ONE SIDE,*,COATING:      AS IS,*,SIZE:         17-3/4 X 17-3/4" SHEETS,*,PACK:         1000 SHEETS PER CARTON STACK ON PALLET,*,LABEL:  USE CUSTOMER LABEL NORPAK NAME NOT TO APPEAR,CO NUMBER AND DATE,*,END USE:      FOOD WRAPPER,*,,,,,,,
G19470 JPP,1618,*,GRADE:    25 LB QUILON,*,COATING:  AS IS,*,SIZE:     11-3/4 X 15-3/4" SHEETS,*,PACK:     4000 PER CARTON 43 LBS,*,LABEL:    ITEM SIZE QTY,*,END USE:  BAKERY BOX LINER,,,,,,,,,
G12881 CV,1390,*,GRADE:   60 LB BLEACHED KRAFT,*,COATING: WET WAX TO 82 LB FINISH DELWRAP STYLE,*,SIZE:    6-3/4" X 16" SHEETS,*,PACK:    2000 SHEETS BULK PER CARTON STACK ON PALLETS,*,LABEL:   ITEM SIZE QTY,*,END USE: FRESH FISH INTERLEAVER,*,,,,,,,,
G12882 CV,1391,*,GRADE:        60-65 LB BLEACHED KRAFT,*,COATING:      WET WAX DELWRAP STYLE TO 80+ LBS,*,SIZE:         9-3/4 X 16" SHEETS,*,PACK:         1000 SHEETS PER CARTON STACK ON PALLET,*,LABEL:        ITEM SIZE QTY NORPAK NAME NOT TO APPEAR,*,END USE:      FOOD INTERLEAVER,*,,,,,,,,
G18859 HUFF,1507,*,GRADE:         25 LB QUILON,*,COATING:       AS IS,*,SIZE:          18-1/2 X 26-1/2" SHEETS =OR- 1/16",*,PACK:          2000 SHEETS BULK IN CARTONS,*,LABEL:         ITEM SIZE QTY,*,END USE:       BAKERY PAN LINER,*,,,,,,,,
G13003 CLARK,1394,*,GRADE:     41 LB TABLET APPROVED SAMPLE,*,COATING:   AS IS,*,SIZE"      12" WIDTH ROLL,*,PACK:      1 ROLL SHRINK WRAPPED,*,LABEL:             12",BUTCHER,UPC 78787900418,ITEM# 43312TAR,"MADE IN USA"   G NO. AND LOT CODE,*,REWIND: 12" WIDTH 700 LINEAR FEET PER ROLL 3" CORE,*,END USE:    FOOD WRAP,*,,
G13004 CLARK,1395,*,GRADE: 41 LB TABLET APPROVED SAMPLE,*,COATING:  AS IS,*,SIZE:     15" WIDTH ROLLS,*,LABEL:              15",BUTCHER,UPC CODE 78787900419,ITEM# 43315TAR,"MADE IN USA"      G NO. AND LOT COD,*,PACK: 1 ROLL SHRINK WRAPPED,*,REWIND:  15" WIDTH 700 FT/RL 3" CORE,*,END USE:  FOOD WRAP,*,,
G13005 CLARK,1396,*,GRADE:    41 LB TABLET SAMPLE APPROVED,*,COATING:  AS IS,*,SIZE:     18" WIDTH ROLLS,*,PACK:     1 ROLL SHRINK WRAPPED,*,LABEL:             18",BUTCHER,UPC NO. 78787900420,ITEM NO. 43318TAR,"MADE IN USA"    G NO. AND LOT NUMBER,*,REWIND:  18"WIDTH 700'/RL 3" CORE,*,END USE:    FOOD WRAP,*,,
G23319PARCHMENT,1800,*,GRADE:    25 LB QUILON,*,COATING:  AS IS,*,SIZE:     27 X 32" SHEETS TOLERANCE -0+1/8,*,PACK:     1000 SHEETS PER BUNDLE/CARTON 14 PER SKID,*,LABEL:    ITEM SIZE QUANTITY ONLY NO NORPAK/PARCHMENT,NAMES TO APPEAR,*,END USE:  BAKING PAN LINER,*,NOTE:     USE CORNER BOARDS,,,,,,
G13009 CLARK,1400,*,GRADE:         41 LB TABLET SAMPLE APPROVED,*,COATING:       AS IS,*,SIZE"          24 X 24" SHEETS,*,PACK:          32 LBS GROSS BDL  STACK ON PALLET,*,LABEL:         24X24" TCLOTH,UPC 78787900424,ITEM# 500TC2424WH,"MADE IN USA"      G NO.,*,ENDS USE:      TABLE TOP PAPER,*,,,,,
G13010 CLARK,1401,*,GRADE:        41 LB TABLET PAPER APPROVED,*,COATING:      AS IS,*,SIZE:         30 X 30" SHEETS,*,PACK:         32 LBS GROSS BDL STACK ON PALLETS,*,LABEL:          30 X 30" TCLOTH,UPC 78787900425,ITEM# 500TC3030WH,"MADE IN USA",*,END USE:      TABLE TOP PAPER,*,,,,,
G13011 CLARK,1402,*,GRADE           41 LB TABLET SAMPLE APPROVED,*,COATING:        AS IS,*,SIZE:           36 X 36" SHEETS,*,PACK:           32 LB GROSS BDL STACK ON PALLET,*,LABEL:          36X36" TCLOTH,UPC 78787900426,ITEM# 500TC3636WH,"MADE IN USA",*,END USE:        TABLE TOP PAPER,*,,,,,
G23480PENNJERSY,1828,*,GRADE:   35 LB BLEACHED KRAFT,*,COATING: WET WAX DELWRAP STYLE TO 50 LBS,*,SIZE:    12 X 13-1/4" SHEETS,*,PACK:    50 LB BULK CARTONS STACK ON PALLETS,*,LABEL:   ITEM SIZE QTY UPC 78787900427,*,END USE:  MEAT PAPER INTERLEAVER,*,,,,,,,,
G13012 CLARK,1403,*,GRADE:    40 LB PEACH BUTCHER,*,COATING:  AS IS,*,SIZE:     18 X 24" SHEETS,*,PACK:     40 LBS PER CARTON,*,LABEL:        18X24",PEACH BUTCHER PAPER 40 LB.,ITEM# 4331824PEA,UPC 78787900427,1000 SHEETS,"MADE IN USA",G# & LOT CODE,*,END USE:    MEAT PAPER,*,,
G25928 SG,1891,*,GRADE:    30 LB MG WET STRENGTH SAME AS MICA,*,COATING:  WET WAX TO 40 LB SAME AS MICA,*,SIZE:     6" WIDTH ROLLS,*,PACK:     1 ROLL STRETCH WRAPPED STACKED ON PALLETS,*,LABEL:    ITEM SIZE QTY,*,REWIND:   6" WIDTH 1200 FT/RL 3" CORE,*,END USE:  DOUGH LAY OUT SHEETS,*,,,,,,
G13013 CLARK,1404,*,GRADE:        65 LB NAT'L KRAFT,*,COATING:      AS IS,*,SIZE:         36" WIDTH ROLLS,*,PACK:         1 ROLL SHRINK WRAPPED,*,LABEL:        36" TABLE COVER,BROWN PAPER ROLL,UPC 78787900429,ITEM# 593TCKRAFT36,300 FT MADE IN USA,*,REWIND:       36" WIDTH 300 LINEAR FT/RL 3" ID CORE,*,END USE:      TABLE TOP COVER,*,,
G23480 PJP,1827,*,GRADE:   35 LB BLEACHED KRAFT,*,COATING: WET WAX TO 50 LB DELWRAP STYLE,*,SIZE:    12-1/8 X 13-1/4" SHEETS,*,PACK:    50 LB BULK CARTONS,*,LABEL:   ITEM SIZE QTY UPC 78787900430,*,END USE: BOX LINER FOOD CONTACT,*,,,,,,,,
G19449 JP,1600,*,GRADE:   35 LB BLEACHED KRAFT,*,COATING: WET WAX TO 50 LB FINISH DELWRAP STYLE,*,SIZE:    15 X 15" SHEETS,*,PACK:    50 LBS BULK IN CARTON,*,LABEL:   ITEM SIZE QTY,*,END USE: FOOD WRAP,*,,,,,,,,
G19261IMPERIALB,1587,*,ITEM:        PRINTED "FRESHARK",*,GRADE:       CLEARWATER POLY WAX BLEND ONE SIDE,*,COATING:     AS IS,*,SIZE:        12 X 15" SHEETS,*,PACK:        1000 SHEETS PER INNER 5 PER CARTON,*,LABEL:       ITEM SIZE  QTY UPC 1078787900433,*,PRINT:FLEXO PMS 168 BROWN 128 YELLOW 3285 GREEN,USE 18" CYLINDERS NUMBERS 93 94 AND 100,*,END USE:     FOOD WRAPPER,*,,,
G23270 PT,1794,*,GRADE:     41 LB TABLET (AS PER SAMPLE DO NOT SUB),*,COATING:   WET WAX TO 56 LB FINISH,*,SIZE:      36" WIDTH ROLL,*,PACK:      ONE ROLL POLY WRAPPED STACK 28 ROLLS/PALLE,USE CORNER BOARDS,*,LABEL:     ITEM SIZE QTY (NORPAK NAME NOT TO APPEAR),NEED CO NUMBER ON LABEL,*,REWIND:    36" WIDTH 1200 FT/RL THICK WALL .375 CORE,*,END USE:   FORMED SEPARATOR SHEET NEED STR0NG SHEET,*,,,,
G17760 I.HAL,1486,*,ITEM:     "WICHCRAFT" PRINTED SHEETS,*,GRADE:     25 LB GREASEPROOF,*,COATING:   AS IS,*,SIZE:      14 X 14" SHEETS,*,PACK:      1000 SHEETS PER SHRINK WRAPPED PKG 4 PER,USE 1414 MN CTN,*,LABEL:     ITEM SIZE QTY,*,PRINT:     BLACK- YELLOW 17.25" CLY NO 41 & 42,*,END USE:   FOOD WRAP,*,,,
G11857 BOVA,1333,*,GRADE:    GEORGIA PACIFIC PINK BUTCHER PAPER 40 LB,*,COATING:  AS IS,*,SIZE:     9 X 28" SHEETS,*,PACK:     1000 SHEETS PER BUNDLE ON PALLETS,*,LABEL:    ITEM SIZE QTY,*,END USE:  FOOD LAY OUT PAPER,*,,,,,,,,
G12056 BUNZL NJ,1346,*,ITEM:      SALPINO/BOARS HEAD PRINT,*,GRADE:     30 LB TWIN RIVERS WET STRENGTH 54",*,COATING:   DRY WAX TO 37 LB FINISH,*,SIZE:      14 X 18" SHEETS,*,LABEL:     ITEM SIZE QTY "SALPINO/BOARS HEAD",UPC # 78787900434,*,PRINT:     BLACK GOLD RED GREEN MATCH SAMPLE,ON SLEEVES 18",*,END USE:   SANDWICH WRAP,*,,,,
G27360 TRIS,1939,*,ITEM:     PRINTED RAY'S LUNCH BOX,*,GRADE:    17 LB LOPEREX WET STRENGTH,*,COATING:  DRY WAX HEAVILY TO 20 LB IF POSSIBLE,*,SIZE:     18 X 18" SHEETS,*,PACK:     2000 SHEETS BULK PER CARTON,*,PRINT:    3 COLORS FLEXOGRAPHICALLY PMS BLACK,PMS 186 RED AND PMS 137 YELLOW 14.25" CYL.,#'S 142147159,*,END USE:  SANDWICH WRAPPER,*,,,,
G21728MOONEYGEN,1743,*,GRADE:      35 LB BLEACHED KRAFT,*,COATING:    WET WAX TO 50 LB DELWRAP STYLE,*,SIZE:       9 X 25" SHEET,*,PACK:       50 LBS BULK BDLS ON PALLET,*,LABEL:      ITEM SIZE QTY,*,END USE:    LAYOUT PAPER FOOD USE,*,,,,,,,,
G13650 CRAINE,1418,*,GRADE:    30 LB EXPERA,*,COATING:  WET WAX TO 39 LB FINISH MICA STYLE,*,SIZE:  8" WIDTH ROLLS  36" MAXIMUM WIDTH FOR SLITTING,G,PACK:  1 ROLL PER POLY BAG STACK ON PALLET NO OVERHAN,*,LABEL: ITEM SIZE QTY P/N 79269 LOT NO.& P.O.10160824,NEED CORE LABEL AND OUTSIDE LABEL SAME INFO,*,REWIND: 7000 FT/RL 3" THICK WALL CORE ONLY CORE TAGS,SEE ABOVE FOR INFO NEEDED,NO TELESCOPING USE CORRECT TENSION TO PREVENT,LOOSE CORES WIND MG SIDE IN,*,END USE:  FOOD INTERLEAVER,*,,
G13651 CRAINE,1419,*,GRADE:    30 LB EXPERA,*,COATING: WET WAX 9 LBS MICA STYLE,*,SIZE:   10" WIDTH ROLL  36" MAXIMUM WIDTH FOR SLITTIN,*,PACK: 1 ROLL PER POLY BAG STACK ON PALLET NO OVERHANG,*,LABEL: ITEM SIZE QTY P/N 79279 LOT#&PO# 10160824,NEED THIS INFO ON CORE LABEL AND OUTSIDE LABEL,*,REWIND: 7000 FT/RL 3"ID THICK WALL CORE ONLY CORE LABEL,MUST NOT TELESCOPE MAINTAIN PROPER TENSION TO PREVENT,LOOSE CORES WIND MG SIDE IN,*,END USE: FOOD INTERLEAVER,*,,,
G14600 ESP,1429,*,GRADE:   31 LB TABLET 72" BLEACHED,*,COATING: WET WAX TO 44 LB FINISH SAME AS MICA,*,SIZE:    18" WIDTH ROLLS,*,PACK: 1 ROLL POLY BAG STRAP ON PALLET NO OVERHANG USE,SLIP SHEETS BETWEEN LAYERS USE CORRER BOARDS,*,LABEL: ITEM SIZE QTY LOT NUMBER DATE PO NUMBER,*,REWIND: 3800 LINEAR FEET/RL 3" THICK WALL CORES,NO LOOSE CORES TAPE PAPER TO CORE FLAG ALL SPLICES,NO TELESCOPING NEED CORE PLUGS,*,END USE:  FOOD SEPARATOR,*,,,
G19471 JPP,1619,*,ITEM:  "RUBYS DINER",*,GRADE:  25 LB GREASEPROOF LOPAREX,*,COATING: AS IS,*,SIZE:    11-1/2 X 11-1/2" SHEETS,*,PACK: PACK IN 12X12 INNERS 1000 SHEETS EACH. 5/CS,*,LABEL: ITEM SIZE QTY,*,PRINT: FLEXO RED BLACK CLY# 19 139 SIZE 16.75",*,*,END USE: GREASEPROOF BASKET LINERS,*,,,
G17761 I.HAL,1487,*,ITEM:     SADELLE'S PRINTED WET WAX ROLLS,*,GRADE:    35 LB. TABLET,*,COATING:  WET WAX GLOSSTITE STYLE TO 53 LB FINISH,*,SIZE:     15" WIDTH ROLL,*,PACK:     1 ROLL POLY WRAPPED STACK ON PALLETS,*,LABEL:    ITEM SIZE QUANTITY 1000FT/RL,*,PRINT:FLEXO 100%WHITE LAYDOWN PMS 348 CLY# 172 SIZE 1,*,REWIND:   N-2  1000 FT PER ROLL 3" ID CORE,*,END USE:  FOOD WRAP,*,NOTE:     USE WHITE LAYDOWN,
G11745 BORAX,1317,*,ITEM:     "FREUND'S FAMOUS" PRINTED SHEETS,*,GRADE:     35/40 LB BLEACED POLY COAT,*,COATING:   AS IS,*,SIZE:      12 X 15" SHEETS,*,PACK:      50 LB BULK BDLS. STACK ON PALLETS,*,LABEL:     ITEM SIZE QTY,*,PRINT:     PMS PROCEES BLUE 24" CLY NO. 105,*,END USE:   SANDWICH WRAP,*,,,,
G11746 BORAX,1318,*,ITEM:        "FREUND'S FAMOUS" PRINTED SHEETS,*,GRADE:       35/40 LB POLY COAT BLEACHED,*,COATING:     AS IS,*,SIZE:        16 X 22" SHEETS,*,PACK:        50 LBS BULK STACK ON PALLETS,*,LABEL:       ITEM SIZE QTY,*,PRINT:       PMS PROCESS BLUE CYL SIZE 24" NO. 105,*,END USE:     SANDWICH WRAP,*,,,,
